step,entity_id,timestamp,mean_error,max_error,std_error,drift_detected,drift_score,retrained,retrain_reason,mae,rmse,smape
44,106,2016-09-13 02:00:00,312.91119243226973,320.28057325815865,5.546492845226613,True,1.0409463448341223,False,not_scheduled,312.91119243226973,312.96034562267965,143.8929987791527
45,106,2016-09-14 02:00:00,312.9085786951873,320.2940563165231,6.292125761851892,False,0.2266875902961257,False,not_scheduled,312.9085786951873,312.97183494309064,143.90713570574061
46,106,2016-09-15 02:00:00,310.39117835149517,320.20992266982563,5.347405449627995,False,0.1430260057244161,False,not_scheduled,310.39117835149517,310.4372373660615,141.926608271467
47,106,2016-09-16 02:00:00,271.4618479226267,374.2760151556855,60.31754321458804,True,0.592251037259632,False,not_scheduled,271.4618479226267,278.08225563133476,140.00645324307243
48,106,2016-09-17 02:00:00,226.88187660504596,372.1983172990151,54.74764155239958,True,1.6741911985257827,False,not_scheduled,226.88187660504596,233.39385207707878,
49,106,2016-09-18 02:00:00,227.1574530458356,372.5944897160649,55.09693336833865,False,0.39798795668012277,False,not_scheduled,227.1574530458356,233.74383530024087,
50,106,2016-09-19 02:00:00,150.27348331703524,150.27348331703524,0.0,True,1.3788815328969697,True,fixed_schedule_every_10_steps,150.27348331703524,150.27348331703524,
51,106,2016-09-20 02:00:00,194.28847079083621,427.01401220544864,93.84138324637402,False,0.005195143138552092,False,not_scheduled,194.28847079083621,215.7642581426184,
52,106,2016-09-21 02:00:00,194.27534450550442,426.9593466678665,93.82006419677573,False,0.003608979688775016,False,not_scheduled,194.27534450550442,215.74316658615064,
53,106,2016-09-22 02:00:00,194.27544598467753,426.9595272145961,93.82027242391324,False,0.0003858919458098252,False,not_scheduled,194.27544598467753,215.7433485191204,
54,106,2016-09-23 02:00:00,194.27544663769666,426.9595272145961,93.82027340322917,False,0.00214435921161766,False,not_scheduled,194.27544663769666,215.74334953303472,
55,106,2016-09-24 02:00:00,194.27544663769666,426.9595272145961,93.82027340322917,False,0.0002560123060631875,False,not_scheduled,194.27544663769666,215.74334953303472,
56,106,2016-09-25 02:00:00,194.27544663769666,426.9595272145961,93.82027340322917,False,0.0015259661192882543,False,not_scheduled,194.27544663769666,215.74334953303472,
57,106,2016-09-26 02:00:00,194.27544663769666,426.9595272145961,93.82027340322917,False,0.0001916972939854132,False,not_scheduled,194.27544663769666,215.74334953303472,
58,106,2016-09-27 02:00:00,194.27544663769666,426.9595272145961,93.82027340322917,False,0.001185984444728728,False,not_scheduled,194.27544663769666,215.74334953303472,
59,106,2016-09-28 02:00:00,194.27544663769666,426.9595272145961,93.82027340322917,False,0.00015331498911798157,False,not_scheduled,194.27544663769666,215.74334953303472,
60,106,2016-09-29 02:00:00,82.47846039127212,82.47846039127212,0.0,False,0.21568722749352023,True,fixed_schedule_every_10_steps,82.47846039127212,82.47846039127212,
61,106,2016-09-30 02:00:00,131.98438898404774,245.6863359790486,60.01469544237943,False,0.3132160367415414,False,not_scheduled,131.98438898404774,144.98842231203838,
62,106,2016-10-01 02:00:00,131.878734965785,245.20008166309862,59.84724302332164,False,0.4029255132888952,False,not_scheduled,131.878734965785,144.82297205094324,
63,106,2016-10-02 02:00:00,131.8785734460236,245.19981624043706,59.847097460362505,False,0.48271504173912483,False,not_scheduled,131.8785734460236,144.82276481474992,
64,106,2016-10-03 02:00:00,131.87857376694015,245.19981624043706,59.84709827721529,True,0.558181760118135,False,not_scheduled,131.87857376694015,144.8227654445424,
65,106,2016-10-04 02:00:00,131.8785740631708,245.19981624043706,59.847097818594946,False,0.4950504869410537,False,not_scheduled,131.8785740631708,144.8227655247741,
66,106,2016-10-05 02:00:00,131.87857361882482,245.19981624043706,59.847098405928286,False,0.34166841617802707,False,not_scheduled,131.87857361882482,144.82276536285536,
67,106,2016-10-06 02:00:00,131.8785740631708,245.19981624043706,59.847097818594946,False,0.41430969249151267,False,not_scheduled,131.8785740631708,144.8227655247741,
68,106,2016-10-07 02:00:00,131.87857361882482,245.19981624043706,59.847098405928286,False,0.2914121435142031,False,not_scheduled,131.87857361882482,144.82276536285536,
69,106,2016-10-08 02:00:00,131.8785740631708,245.19981624043706,59.847097818594946,False,0.357032841271319,False,not_scheduled,131.8785740631708,144.8227655247741,
70,106,2016-10-09 02:00:00,0.29094641838170787,0.29094641838170787,0.0,False,0.4872180083704402,True,fixed_schedule_every_10_steps,0.29094641838170787,0.29094641838170787,
71,106,2016-10-10 02:00:00,0.32128661029843625,0.3522686952836587,0.03835472275391941,True,0.7442151310459761,False,not_scheduled,0.32128661029843625,0.32356787651834246,
72,106,2016-10-11 02:00:00,0.3234567871876732,0.3584456039600461,0.04325044474964418,True,1.5137628817442954,False,not_scheduled,0.3234567871876732,0.3263355545275655,
73,106,2016-10-12 02:00:00,0.32366127796003347,0.35895658332342606,0.04358295005260302,True,1.1228455167569482,False,not_scheduled,0.32366127796003347,0.32658244959888727,
74,106,2016-10-13 02:00:00,0.3236793999025718,0.35899223304645034,0.04359849954961067,False,0.27276541211725314,False,not_scheduled,0.3236793999025718,0.32660248481030635,
75,106,2016-10-14 02:00:00,0.3236809843347066,0.3589969863428557,0.04359913111899939,False,0.057468806424325274,False,not_scheduled,0.3236809843347066,0.32660413937091537,
76,106,2016-10-15 02:00:00,0.32368098433470643,0.3589969863428557,0.043599236754241606,False,0.1712501310971611,False,not_scheduled,0.32368098433470643,0.3266041534724213,
77,106,2016-10-16 02:00:00,0.3236812814157317,0.3589969863428557,0.04359930719412599,False,0.039280643800942164,False,not_scheduled,0.3236812814157317,0.3266044572977195,
78,106,2016-10-17 02:00:00,0.3236810833617148,0.3589969863428557,0.043599315334423315,False,0.12486074765777071,False,not_scheduled,0.3236810833617148,0.3266042621029981,
79,106,2016-10-18 02:00:00,0.32368118238872307,0.3589969863428557,0.04359891388866772,False,0.029860611304904864,False,not_scheduled,0.32368118238872307,0.3266043066538365,
80,106,2016-10-19 02:00:00,0.00022293627262115479,0.00022293627262115479,0.0,True,0.6132574998826087,True,fixed_schedule_every_10_steps,0.00022293627262115479,0.00022293627262115479,
81,106,2016-10-20 02:00:00,0.0002227139969666799,0.00022298097610473633,5.129535211495668e-07,True,1.9077669995822364,False,not_scheduled,0.0002227139969666799,0.00022271458768160913,
82,106,2016-10-21 02:00:00,0.0002227146178483963,0.00022298097610473633,5.1357352504619e-07,True,1.305497744692173,False,not_scheduled,0.0002227146178483963,0.00022271520999052316,
83,106,2016-10-22 02:00:00,0.0002227152387301127,0.00022298097610473633,5.11992179554907e-07,False,0.20428699293317878,False,not_scheduled,0.0002227152387301127,0.0002227158272296853,
84,106,2016-10-23 02:00:00,0.0002227152387301127,0.00022298097610473633,5.11992179554907e-07,False,0.07427254611226589,False,not_scheduled,0.0002227152387301127,0.0002227158272296853,
85,106,2016-10-24 02:00:00,0.0002227152387301127,0.00022298097610473633,5.11992179554907e-07,False,0.1184521265538879,False,not_scheduled,0.0002227152387301127,0.0002227158272296853,
86,106,2016-10-25 02:00:00,0.0002227152387301127,0.00022298097610473633,5.11992179554907e-07,False,0.04829883065234488,False,not_scheduled,0.0002227152387301127,0.0002227158272296853,
87,106,2016-10-26 02:00:00,0.0002227152387301127,0.00022298097610473633,5.11992179554907e-07,False,0.08349232254807215,False,not_scheduled,0.0002227152387301127,0.0002227158272296853,
88,106,2016-10-27 02:00:00,0.0002227152387301127,0.00022298097610473633,5.11992179554907e-07,False,0.03579636621697249,False,not_scheduled,0.0002227152387301127,0.0002227158272296853,
89,106,2016-10-28 02:00:00,0.0002227152387301127,0.00022298097610473633,5.11992179554907e-07,False,0.06448186947670255,False,not_scheduled,0.0002227152387301127,0.0002227158272296853,
90,106,2016-10-29 02:00:00,7.729977369308472e-05,7.729977369308472e-05,0.0,True,0.7043111328364583,True,fixed_schedule_every_10_steps,7.729977369308472e-05,7.729977369308472e-05,
91,106,2016-10-30 02:00:00,7.728238900502522e-05,7.731467485427856e-05,4.5760288270037075e-08,True,1.9860451578229006,False,not_scheduled,7.728238900502522e-05,7.728240255276765e-05,
92,106,2016-10-31 02:00:00,7.728518297274907e-05,7.731467485427856e-05,4.415577893630106e-08,True,1.3992513496602381,False,not_scheduled,7.728518297274907e-05,7.7285195586633e-05,
93,106,2016-11-01 02:00:00,7.728487253189087e-05,7.731467485427856e-05,4.444402994755229e-08,False,0.2994066743813924,False,not_scheduled,7.728487253189087e-05,7.728488531105172e-05,
94,106,2016-11-02 02:00:00,7.728518297274907e-05,7.731467485427856e-05,4.3309559512458034e-08,False,0.027651581279579188,False,not_scheduled,7.728518297274907e-05,7.728519510779052e-05,
95,106,2016-11-03 02:00:00,7.728518297274907e-05,7.731467485427856e-05,4.3309559512458034e-08,False,0.18740859538149915,False,not_scheduled,7.728518297274907e-05,7.728519510779052e-05,
96,106,2016-11-04 02:00:00,7.728518297274907e-05,7.731467485427856e-05,4.3309559512458034e-08,False,0.023319397096343248,False,not_scheduled,7.728518297274907e-05,7.728519510779052e-05,
97,106,2016-11-05 02:00:00,7.728518297274907e-05,7.731467485427856e-05,4.3309559512458034e-08,False,0.13468059422870438,False,not_scheduled,7.728518297274907e-05,7.728519510779052e-05,
98,106,2016-11-06 02:00:00,43.1252221778656,210.0055289492011,68.38109339316827,False,0.389330659563903,False,not_scheduled,43.1252221778656,80.84403949293647,199.99533971296984
99,106,2016-11-07 02:00:00,121.54244699981064,252.0002029761672,49.822997365002244,True,0.8198120990829872,False,not_scheduled,121.54244699981064,131.35789846497545,199.99941600755056
100,106,2016-11-08 02:00:00,46.00126629137096,91.82798363475652,21.600511849999354,True,0.9472540978296509,True,fixed_schedule_every_10_steps,46.00126629137096,50.82025789576027,42.86359563999496
101,106,2016-11-09 02:00:00,39.73828716574764,120.62829269556818,31.124220969624297,True,1.5874026536383716,False,not_scheduled,39.73828716574764,50.4762181411546,38.86955187982963
102,106,2016-11-10 02:00:00,68.4374324308908,131.80069450658328,27.221065366938507,False,0.09666440500893389,False,not_scheduled,68.4374324308908,73.65234930023537,58.54520069043395
103,106,2016-11-11 02:00:00,51.74223558234744,66.91390661138104,12.453739506455413,False,0.11642182482052191,False,not_scheduled,51.74223558234744,53.21987007456697,55.65013399839553
104,106,2016-11-12 02:00:00,64.8375187379066,102.19672929623991,19.8117361655378,False,0.01868718732591116,False,not_scheduled,64.8375187379066,67.79681943853464,52.4993714592053
105,106,2016-11-13 02:00:00,45.95241175315016,76.91489439353018,17.32683109908643,False,0.2782606248407236,False,not_scheduled,45.95241175315016,49.11052048051742,49.03733894270803
106,106,2016-11-14 02:00:00,41.148057362248274,119.75681860189383,30.46781671682571,False,0.03507110571862545,False,not_scheduled,41.148057362248274,51.20010234537582,37.310538569153586
107,106,2016-11-15 02:00:00,52.58319044714094,120.73041619935924,32.72297593102127,False,0.14140259116292683,False,not_scheduled,52.58319044714094,61.93371514274347,39.551952658588455
108,106,2016-11-16 02:00:00,36.03711248206249,66.40552806529708,18.858130632725675,False,0.08662316828005451,False,not_scheduled,36.03711248206249,40.67311848144632,34.8087688532426
109,106,2016-11-17 02:00:00,78.2197181597743,121.16904415528619,27.783710533311275,False,0.31379385089200973,False,not_scheduled,78.2197181597743,83.00758326799641,86.6450503415018
110,106,2016-11-18 02:00:00,141.43729408368017,224.28758922879902,56.66083516706546,True,0.5641904758674448,True,fixed_schedule_every_10_steps,141.43729408368017,152.36455755700794,121.13101409023668
111,106,2016-11-19 02:00:00,140.24350117975504,224.46132359529483,46.28043659211922,True,1.7702969853351493,False,not_scheduled,140.24350117975504,147.68249196947187,85.27687481315145
112,106,2016-11-20 02:00:00,139.28624670121792,224.6919479941715,42.018069153838255,True,0.9480454661785375,False,not_scheduled,139.28624670121792,145.48600157929033,86.64699817245788
113,106,2016-11-21 02:00:00,136.52054292278572,214.58362264500778,52.95198716088479,False,0.25878516333674617,False,not_scheduled,136.52054292278572,146.430091115927,95.24696131707083
114,106,2016-11-22 02:00:00,125.24791868424991,224.76199635965727,60.96639450863256,False,0.11083585624340127,False,not_scheduled,125.24791868424991,139.2980344230266,79.01061280794944
115,106,2016-11-23 02:00:00,155.5924345846607,225.0263415868913,47.14328225684236,False,0.2153400653139678,False,not_scheduled,155.5924345846607,162.5776576345293,105.48157734475079
116,106,2016-11-24 02:00:00,174.2906381383491,225.66022937883773,34.68935311650161,False,0.2761692194871329,False,not_scheduled,174.2906381383491,177.70925063798532,125.35189842729757
117,106,2016-11-25 02:00:00,155.14911518791212,224.40812177851555,62.23501755745321,False,0.1391436073276619,False,not_scheduled,155.14911518791212,167.16592162868764,130.4439557607655
118,106,2016-11-26 02:00:00,154.2676430146156,225.01619206125085,50.489905897670255,False,0.45333031817808495,False,not_scheduled,154.2676430146156,162.31985793130943,94.68070804459106
119,106,2016-11-27 02:00:00,125.36741515260131,224.94230295996942,71.2214732247376,False,0.1594866287891104,False,not_scheduled,125.36741515260131,144.18559924745156,82.10051017435102
120,106,2016-11-28 02:00:00,92.36299515051125,191.10097743168507,68.2601650239416,False,0.026840078020634556,True,fixed_schedule_every_10_steps,92.36299515051125,114.84934915910104,63.558028271113834
121,106,2016-11-29 02:00:00,78.83415551606068,180.76309919524164,64.45888701125651,False,0.3114418420119456,False,not_scheduled,78.83415551606068,101.83207839703742,63.987981439097176
122,106,2016-11-30 02:00:00,105.46155936848335,179.95678740954412,38.00977285346556,False,0.4643590575056771,False,not_scheduled,105.46155936848335,112.10211120582962,81.50537864773752
123,106,2016-12-01 02:00:00,150.06449076477574,191.66218095331084,36.2180665048127,False,0.4493228309169694,False,not_scheduled,150.06449076477574,154.3732481028967,118.353806748591
124,106,2016-12-02 02:00:00,150.58305607401817,191.88969389808238,27.910727747922007,False,0.4559659945054162,False,not_scheduled,150.58305607401817,153.14785502908467,114.59329707653399
125,106,2016-12-03 02:00:00,98.71983927582887,169.8815979829048,44.67588766590358,True,0.6223615451117278,False,not_scheduled,98.71983927582887,108.35839425435357,76.21505268208996
126,106,2016-12-04 02:00:00,90.57039422640123,227.44093855022845,55.430978052756494,False,0.23337864477338185,False,not_scheduled,90.57039422640123,106.18657936957432,63.743789423821205
127,106,2016-12-05 02:00:00,58.12047589004874,127.39429184762628,41.16421275669532,False,0.022850408246767352,False,not_scheduled,58.12047589004874,71.221360065392,39.63734051347447
128,106,2016-12-06 02:00:00,44.31722850098782,63.278378434335536,11.821402800365172,False,0.33323866700773214,False,not_scheduled,44.31722850098782,45.86678870574272,26.49749674715838
129,106,2016-12-07 02:00:00,324.64140444939403,633.9332972457091,227.97888602664747,True,0.666447002363321,False,not_scheduled,324.64140444939403,396.69435836274016,79.57987833223883
130,106,2016-12-08 02:00:00,121.30830154811179,215.62330899679068,70.03350390344413,True,0.8321258946347159,True,fixed_schedule_every_10_steps,121.30830154811179,140.07282282256378,20.354761783986444
131,106,2016-12-09 02:00:00,153.25232139904907,247.0230003013403,66.38201983353808,True,0.7743484045859887,False,not_scheduled,153.25232139904907,167.01151628369126,26.254509939359888
132,106,2016-12-10 02:00:00,117.58106558758845,506.5636468264561,108.21028721508212,False,0.3905394089508155,False,not_scheduled,117.58106558758845,159.79603638352032,20.95068160046685
133,106,2016-12-11 02:00:00,262.97491418648355,574.3059653492984,197.45097378000946,False,0.3682713078301138,False,not_scheduled,262.97491418648355,328.8505626239103,56.15550238373622
134,106,2016-12-12 02:00:00,559.8944896057018,655.6733188408795,68.73626772735471,True,0.947752693993158,False,not_scheduled,559.8944896057018,564.0979648890038,135.98858081813194
135,106,2016-12-13 02:00:00,347.54219930718904,645.5865649183879,257.5243975395556,True,0.5234458502367964,False,not_scheduled,347.54219930718904,432.55565610380006,76.365078361692
136,106,2016-12-14 02:00:00,108.82512384611663,214.77188639823032,68.54982151322359,True,2.2615765646576595,False,not_scheduled,108.82512384611663,128.61565071801112,18.14277658121038
137,106,2016-12-15 02:00:00,164.53187603776576,247.23003356133017,59.93643486693162,False,0.0,False,not_scheduled,164.53187603776576,175.10886458733222,28.283709767666647
138,106,2016-12-16 02:00:00,150.1661468538388,235.76801614792225,61.50404930674303,True,0.9062771705701621,False,not_scheduled,150.1661468538388,162.27328721035684,25.584138741452367
139,106,2016-12-17 02:00:00,115.77659920595956,215.24236578788953,65.26851967040099,False,0.3855142924291032,False,not_scheduled,115.77659920595956,132.90673641190244,19.347387972339572
140,106,2016-12-18 02:00:00,412.69100621097306,1291.200399774709,341.27046635638413,False,0.3658671689563084,True,fixed_schedule_every_10_steps,412.69100621097306,535.5178781464998,48.96443246518752
141,106,2016-12-19 02:00:00,319.32213377398386,666.0812479263474,166.28562217861037,False,0.16029695404860275,False,not_scheduled,319.32213377398386,360.024350928236,49.738114371501865
142,106,2016-12-20 02:00:00,413.5962943949061,719.1661657113339,194.16614457424447,False,0.11498682882494714,False,not_scheduled,413.5962943949061,456.90522697384876,60.495415117927706
143,106,2016-12-21 02:00:00,367.5655306571964,645.817587614522,190.79004380188664,False,0.29262838911571526,False,not_scheduled,367.5655306571964,414.1319356693374,60.20924790159117
144,106,2016-12-22 02:00:00,346.83931901273735,718.7979755578765,203.83873498773335,False,0.38289779718567246,False,not_scheduled,346.83931901273735,402.3030488259053,60.62470213681965
145,106,2016-12-23 02:00:00,386.8577388796679,677.1949455341035,130.6078640029981,False,0.3292855491101869,False,not_scheduled,386.8577388796679,408.31032839069223,54.254733178841384
146,106,2016-12-24 02:00:00,346.26685158057234,719.2792424619877,202.13854999003118,False,0.37474667816749396,False,not_scheduled,346.26685158057234,400.94977976748464,60.76606206632839
147,106,2016-12-25 02:00:00,392.39953067152686,814.4100109824219,228.43362586393746,False,0.3970064724801187,False,not_scheduled,392.39953067152686,454.0476991424798,61.28587435455307
148,106,2016-12-26 02:00:00,510.38090608752344,812.4025022965648,232.5687499826513,True,0.5610329440686095,False,not_scheduled,510.38090608752344,560.87154747519,75.39446233340175
149,106,2016-12-27 02:00:00,474.7551790652213,751.8577229027662,171.85155151825964,True,0.5959406692018775,False,not_scheduled,474.7551790652213,504.90141196919177,88.40115479361694
150,106,2016-12-28 02:00:00,692.5332856523686,726.1824911314256,22.503121563763454,True,0.784693585429137,True,fixed_schedule_every_10_steps,692.5332856523686,692.8987965183507,87.73653051815508
151,106,2016-12-29 02:00:00,662.9724046836764,694.623106512543,13.062316827710905,True,0.7394994481258798,False,not_scheduled,662.9724046836764,663.101073361342,85.9593891798691
152,106,2016-12-30 02:00:00,667.961084529545,694.04893272861,10.166526400172726,False,0.21432185403550344,False,not_scheduled,667.961084529545,668.0384485229359,86.88028117332745
153,106,2016-12-31 02:00:00,597.8870971722695,1102.6573376213469,162.3491402947917,False,0.438820363429091,False,not_scheduled,597.8870971722695,619.5371048771339,91.6325009016075
154,106,2017-01-01 02:00:00,636.0021515330244,1131.1406656791332,235.35466904157806,False,0.31443893025596076,False,not_scheduled,636.0021515330244,678.1523110587376,117.97871882794384
155,106,2017-01-02 02:00:00,639.9886917522898,1130.560390875064,241.65914997160638,False,0.3033557727925228,False,not_scheduled,639.9886917522898,684.0940507969697,121.53315705924825
156,106,2017-01-03 02:00:00,636.3812532826623,1130.503146735514,238.5028179619248,False,0.28109307610489453,False,not_scheduled,636.3812532826623,679.6062784475957,118.99886242320945
157,106,2017-01-04 02:00:00,615.0965323209284,1128.4135849994695,231.33064702093276,False,0.15687392883878873,False,not_scheduled,615.0965323209284,657.158742104489,107.11140336805829
158,106,2017-01-05 02:00:00,711.3693194772071,975.0163664947472,153.93856472912722,False,0.13689074852447666,False,not_scheduled,711.3693194772071,727.8347273964937,95.08901892596326
159,106,2017-01-06 02:00:00,687.2769498122607,705.2486093259085,9.761239840020622,False,0.026689978231195437,False,not_scheduled,687.2769498122607,687.3462646632038,90.52078544370886
160,106,2017-01-07 02:00:00,615.9354538329932,1037.665315240124,152.14590553373552,False,0.09235885983142496,True,fixed_schedule_every_10_steps,615.9354538329932,634.4484690336448,87.78374044966442
161,106,2017-01-08 02:00:00,653.8051097782351,1043.7675277890407,220.3635882608715,False,0.009109133365418982,False,not_scheduled,653.8051097782351,689.9429198153547,120.64982616776285
