step,entity_id,timestamp,mean_error,max_error,std_error,drift_detected,drift_score,retrained,retrain_reason,mae,rmse,smape
40,106,2016-09-09 02:00:00,108.982785596751,181.22853104288478,25.24624112524103,True,0.955,False,cooldown_period,108.982785596751,111.86876350161921,80.37693908398079
41,106,2016-09-10 02:00:00,88.7726537741562,115.96090524354162,14.983800976417337,True,0.96,False,cooldown_period,88.7726537741562,90.02831971000622,46.25904540661072
42,106,2016-09-11 02:00:00,108.58038549230496,157.55189915837957,21.464676961196876,True,0.96,False,no_drift_consecutive_1/2,108.58038549230496,110.68167179215395,73.76580693218497
43,106,2016-09-12 02:00:00,125.42264831103948,198.62064025679393,17.207064022908792,True,0.96,True,drift_detected_consecutive_1_threshold_0.960,125.42264831103948,126.59748718534334,99.70534151598865
44,106,2016-09-13 02:00:00,111.50269932690777,132.09425724846886,13.111098911092274,True,0.99,False,cooldown_period,111.50269932690777,112.27089058096601,95.30974897932411
45,106,2016-09-14 02:00:00,111.10543642971591,135.3177972831341,14.142453561970497,True,0.995,False,cooldown_period,111.10543642971591,112.00190622034134,95.13760607426815
46,106,2016-09-15 02:00:00,100.66982610956711,121.79502970619072,14.485349352890646,True,0.995,False,no_drift_consecutive_1/2,100.66982610956711,101.7066331898061,88.12242775694004
47,106,2016-09-16 02:00:00,106.5911501199394,160.23122675663157,16.89991924057012,True,1.0,True,drift_detected_consecutive_1_threshold_1.000,106.5911501199394,107.92256740010056,84.5743196134286
48,106,2016-09-17 02:00:00,127.81856806396962,163.62192403054425,9.646099844287589,True,1.0,False,cooldown_period,127.81856806396962,128.18203300045448,
49,106,2016-09-18 02:00:00,121.83794676598484,157.13660893770768,9.081259457095705,True,1.0,False,cooldown_period,121.83794676598484,122.17591638894321,
50,106,2016-09-19 02:00:00,121.6564488639541,156.70761938309255,8.90672816805377,True,1.0,False,no_drift_consecutive_1/2,121.6564488639541,121.98205342117947,
51,106,2016-09-20 02:00:00,123.91349487155951,159.24852965949026,9.112861178719314,True,1.0,True,drift_detected_consecutive_1_threshold_1.000,123.91349487155951,124.24813258213022,
52,106,2016-09-21 02:00:00,104.93907591552245,107.72691399400037,2.798246950621924,True,1.0,False,cooldown_period,104.93907591552245,104.9763775332358,
53,106,2016-09-22 02:00:00,96.9148032706624,99.97951257517084,3.506920722656051,True,1.0,False,cooldown_period,96.9148032706624,96.9782325367203,
54,106,2016-09-23 02:00:00,87.53270116039937,96.71111869284437,3.354698623823118,True,1.0,False,no_drift_consecutive_1/2,87.53270116039937,87.59696213506759,
55,106,2016-09-24 02:00:00,95.7051220843657,98.09284856396937,2.0862671360083445,True,1.0,True,drift_detected_consecutive_1_threshold_1.000,95.7051220843657,95.72785855614931,
56,106,2016-09-25 02:00:00,34.18426739933337,37.28044114402553,1.7879396379152417,True,1.0,False,cooldown_period,34.18426739933337,34.230992766467566,
57,106,2016-09-26 02:00:00,35.70966636340001,37.90617184109385,1.6638945589468146,True,1.0,False,cooldown_period,35.70966636340001,35.748409991056036,
58,106,2016-09-27 02:00:00,36.29141292538361,38.0040929171454,1.612181039430946,True,1.0,False,no_drift_consecutive_1/2,36.29141292538361,36.327204404201005,
59,106,2016-09-28 02:00:00,36.1559240638266,37.92005938837589,1.5531564133481184,True,1.0,True,drift_detected_consecutive_1_threshold_1.000,36.1559240638266,36.18926829535961,
60,106,2016-09-29 02:00:00,42.28395224150855,44.469324490277856,1.715128178472863,True,1.0,False,cooldown_period,42.28395224150855,42.31872259214315,
61,106,2016-09-30 02:00:00,39.60358762537928,50.57721489374552,3.5235706945046568,True,1.0,False,cooldown_period,39.60358762537928,39.76002644918973,
62,106,2016-10-01 02:00:00,49.62441603982018,51.99362390364412,2.1371335999160577,True,1.0,False,no_drift_consecutive_1/2,49.62441603982018,49.67041380255507,
63,106,2016-10-02 02:00:00,44.267463991679136,48.04273892952358,1.743414385213988,True,1.0,True,drift_detected_consecutive_1_threshold_1.000,44.267463991679136,44.30178170201714,
64,106,2016-10-03 02:00:00,13.163727782963326,15.776537678860109,1.900591219046676,True,0.88,False,cooldown_period,13.163727782963326,13.30022466448886,
65,106,2016-10-04 02:00:00,14.389087557337879,17.119489747102264,1.991507679213401,True,0.76,False,cooldown_period,14.389087557337879,14.526250155119236,
66,106,2016-10-05 02:00:00,14.377813119389389,17.051334288933177,1.938285673109245,True,0.64,False,no_drift_consecutive_1/2,14.377813119389389,14.507875841992382,
67,106,2016-10-06 02:00:00,15.180751669788833,17.665751073411286,1.8901477018162522,True,0.5569444444444445,True,drift_detected_consecutive_1_threshold_0.557,15.180751669788833,15.29796978668992,
68,106,2016-10-07 02:00:00,4.112296750924382,5.63998045848113,1.1965496813853091,True,0.5569444444444445,False,cooldown_period,4.112296750924382,4.282839678027478,
69,106,2016-10-08 02:00:00,2.6127969480075084,3.852172376442777,0.993545215546313,True,0.5569444444444445,False,cooldown_period,2.6127969480075084,2.7953246657324655,
70,106,2016-10-09 02:00:00,4.093014980922074,5.524063643862181,1.0387322834972337,True,0.5569444444444445,False,no_drift_consecutive_1/2,4.093014980922074,4.222764069993954,
71,106,2016-10-10 02:00:00,3.4800356152057645,4.895876097223461,1.0208611660564202,True,0.5569444444444445,True,drift_detected_consecutive_1_threshold_0.557,3.4800356152057645,3.626679666508009,
72,106,2016-10-11 02:00:00,0.8882376619099945,1.3466380570231227,0.29536619012611515,True,0.5569444444444445,False,cooldown_period,0.8882376619099945,0.9360594694275306,
73,106,2016-10-12 02:00:00,0.58842198922595,1.010923452696284,0.28422145300812995,True,0.5569444444444445,False,cooldown_period,0.58842198922595,0.6534694114912163,
74,106,2016-10-13 02:00:00,0.7209424612533694,1.3161868497519524,0.3228889957584301,True,0.5569444444444445,False,no_drift_consecutive_1/2,0.7209424612533694,0.7899464133850812,
75,106,2016-10-14 02:00:00,1.1850127841361122,1.6504433631582973,0.30302794228130014,True,0.5569444444444445,True,drift_detected_consecutive_1_threshold_0.557,1.1850127841361122,1.2231439949446912,
76,106,2016-10-15 02:00:00,0.24257357569440596,0.36176266532509116,0.08697191979625615,True,0.5569444444444445,False,cooldown_period,0.24257357569440596,0.25769372219403425,
77,106,2016-10-16 02:00:00,0.40306800580920316,0.536937081244909,0.10153716959859264,True,0.5569444444444445,False,cooldown_period,0.40306800580920316,0.4156604553203266,
78,106,2016-10-17 02:00:00,0.39265103891109027,0.5359516675044733,0.12072835702557443,True,0.5569444444444445,False,no_drift_consecutive_1/2,0.39265103891109027,0.4107921305819442,
79,106,2016-10-18 02:00:00,0.28182764126166265,0.4217876158719105,0.11331663452235165,True,0.5569444444444445,True,drift_detected_consecutive_1_threshold_0.557,0.28182764126166265,0.30375562387976396,
80,106,2016-10-19 02:00:00,0.0,0.0,0.0,True,0.5569444444444445,False,cooldown_period,0.0,0.0,
81,106,2016-10-20 02:00:00,0.0,0.0,0.0,True,0.5569444444444445,False,cooldown_period,0.0,0.0,
82,106,2016-10-21 02:00:00,0.0,0.0,0.0,True,0.5569444444444445,False,no_drift_consecutive_1/2,0.0,0.0,
83,106,2016-10-22 02:00:00,0.0,0.0,0.0,True,0.5569444444444445,True,drift_detected_consecutive_1_threshold_0.557,0.0,0.0,
84,106,2016-10-23 02:00:00,0.0,0.0,0.0,True,0.5569444444444445,False,cooldown_period,0.0,0.0,
85,106,2016-10-24 02:00:00,0.0,0.0,0.0,True,0.5569444444444445,False,cooldown_period,0.0,0.0,
86,106,2016-10-25 02:00:00,0.0,0.0,0.0,True,0.5569444444444445,False,no_drift_consecutive_1/2,0.0,0.0,
87,106,2016-10-26 02:00:00,0.0,0.0,0.0,True,0.5569444444444445,True,drift_detected_consecutive_1_threshold_0.557,0.0,0.0,
88,106,2016-10-27 02:00:00,0.0,0.0,0.0,True,0.5569444444444445,False,cooldown_period,0.0,0.0,
89,106,2016-10-28 02:00:00,0.0,0.0,0.0,True,0.5569444444444445,False,cooldown_period,0.0,0.0,
90,106,2016-10-29 02:00:00,0.0,0.0,0.0,True,0.5569444444444445,False,no_drift_consecutive_1/2,0.0,0.0,
91,106,2016-10-30 02:00:00,0.0,0.0,0.0,True,0.5569444444444445,True,drift_detected_consecutive_1_threshold_0.557,0.0,0.0,
92,106,2016-10-31 02:00:00,0.0,0.0,0.0,True,0.5569444444444445,False,cooldown_period,0.0,0.0,
93,106,2016-11-01 02:00:00,0.0,0.0,0.0,True,0.5569444444444445,False,cooldown_period,0.0,0.0,
94,106,2016-11-02 02:00:00,0.0,0.0,0.0,True,0.5569444444444445,False,no_drift_consecutive_1/2,0.0,0.0,
95,106,2016-11-03 02:00:00,0.0,0.0,0.0,True,0.5569444444444445,True,drift_detected_consecutive_1_threshold_0.557,0.0,0.0,
96,106,2016-11-04 02:00:00,0.0,0.0,0.0,True,0.5569444444444445,False,cooldown_period,0.0,0.0,
97,106,2016-11-05 02:00:00,0.0,0.0,0.0,True,0.5569444444444445,False,cooldown_period,0.0,0.0,
98,106,2016-11-06 02:00:00,43.125,210.0,68.38025573950422,True,0.5455555555555556,False,no_drift_consecutive_1/2,43.125,80.84321245472621,
99,106,2016-11-07 02:00:00,121.54166666666667,252.0,49.823838978500596,True,0.5405555555555556,True,drift_detected_consecutive_1_threshold_0.541,121.54166666666667,131.3574956622829,
100,106,2016-11-08 02:00:00,209.2739014544364,767.4596746387318,187.77105701339062,True,0.5166666666666667,False,cooldown_period,209.2739014544364,281.1646060262336,123.69595631840073
101,106,2016-11-09 02:00:00,208.9780260644035,874.5011641738364,240.41561310766096,True,0.5166666666666667,False,cooldown_period,208.9780260644035,318.5458874380692,111.94952347839956
102,106,2016-11-10 02:00:00,293.1272914572175,798.0557468310284,220.78894807805267,True,0.49666666666666665,False,no_drift_consecutive_1/2,293.1272914572175,366.97597821990684,138.18352840725146
103,106,2016-11-11 02:00:00,142.28494406188318,756.3584134215868,169.22681525773697,True,0.49666666666666665,False,no_drift_consecutive_2/2,142.28494406188318,221.0943696907939,130.5674281458285
104,106,2016-11-12 02:00:00,233.67729437167532,756.3436992942999,177.6411882389088,True,0.4666666666666667,False,no_drift_consecutive_3/2,233.67729437167532,293.53274036093154,133.75203379324407
105,106,2016-11-13 02:00:00,164.8378339236285,788.3611281641471,188.4295294599983,True,0.4666666666666667,False,no_drift_consecutive_4/2,164.8378339236285,250.35414728969462,133.81087833485495
106,106,2016-11-14 02:00:00,249.72470869070187,867.5500215697965,229.1310276734601,True,0.44666666666666666,False,no_drift_consecutive_5/2,249.72470869070187,338.91511912771296,137.52349071322766
107,106,2016-11-15 02:00:00,252.19652100118978,921.7138196560765,251.83097462954703,True,0.465,False,no_drift_consecutive_6/2,252.19652100118978,356.4013537964904,112.11241960483929
108,106,2016-11-16 02:00:00,163.8142737757747,776.3166091942453,190.45119184959162,True,0.5,False,no_drift_consecutive_7/2,163.8142737757747,251.2106143649476,95.47997047249513
109,106,2016-11-17 02:00:00,177.8701251404519,787.1455464396628,188.6257739310292,True,0.53,True,drift_detected_consecutive_1_threshold_0.530,177.8701251404519,259.26331018591844,127.75413654612362
110,106,2016-11-18 02:00:00,41.46687657951628,77.31499641783643,25.728229015678895,True,0.575,False,cooldown_period,41.46687657951628,48.800037105970084,53.530537436828304
111,106,2016-11-19 02:00:00,36.66863152322862,89.26134624751296,24.63117784504599,True,0.575,False,cooldown_period,36.66863152322862,44.17333426197982,34.67823535320234
112,106,2016-11-20 02:00:00,24.017378133446687,102.96824246160034,23.208361074142804,True,0.595,False,no_drift_consecutive_1/2,24.017378133446687,33.39854003025806,21.86432235768197
113,106,2016-11-21 02:00:00,25.136701203461133,61.41753936056733,19.335233845706092,True,0.615,True,drift_detected_consecutive_1_threshold_0.615,25.136701203461133,31.712852524808028,36.855232037696325
114,106,2016-11-22 02:00:00,22.05711632248204,68.31337987555773,17.61957343377003,True,0.605,False,cooldown_period,22.05711632248204,28.230581794421422,25.989491962268517
115,106,2016-11-23 02:00:00,22.501815022865006,49.805089670346256,11.755467811505234,True,0.63,False,cooldown_period,22.501815022865006,25.387451679728883,41.942353097086446
116,106,2016-11-24 02:00:00,26.752808039836594,64.06943137919743,17.503458134862033,True,0.655,False,no_drift_consecutive_1/2,26.752808039836594,31.970045115626803,59.33382395621176
117,106,2016-11-25 02:00:00,31.497830686298425,67.74698969457096,18.141927874503157,True,0.67,True,drift_detected_consecutive_1_threshold_0.670,31.497830686298425,36.34890486584702,64.2791821712134
118,106,2016-11-26 02:00:00,22.661233599196922,97.7913322563814,21.040694416224333,True,0.6,False,cooldown_period,22.661233599196922,30.92316817136151,32.93154527381328
119,106,2016-11-27 02:00:00,44.0930755887483,164.8682165416661,37.27970365257246,True,0.5555555555555556,False,cooldown_period,44.0930755887483,57.74058901066645,60.26446256005546
120,106,2016-11-28 02:00:00,27.549726533048528,100.9015336777608,29.735416582520706,True,0.5555555555555556,False,no_drift_consecutive_1/2,27.549726533048528,40.53618669018838,28.706936884020926
121,106,2016-11-29 02:00:00,37.27172612275715,100.97042738069305,27.869636430075126,True,0.5555555555555556,True,drift_detected_consecutive_1_threshold_0.556,37.27172612275715,46.539211455657345,49.87308337971366
122,106,2016-11-30 02:00:00,16.305316580084835,62.11036930220454,15.522276336576931,True,0.5555555555555556,False,cooldown_period,16.305316580084835,22.512316883116352,35.59475329643897
123,106,2016-12-01 02:00:00,38.57102060034216,100.95151508228301,27.809493964152885,True,0.5555555555555556,False,cooldown_period,38.57102060034216,47.55093673834696,50.9984460530865
124,106,2016-12-02 02:00:00,38.99847263589127,87.74325394268324,23.80766443382721,True,0.5555555555555556,False,no_drift_consecutive_1/2,38.99847263589127,45.69119995935849,58.38050358433075
125,106,2016-12-03 02:00:00,37.79525581622473,92.3542868011454,21.835880040600376,True,0.5555555555555556,True,drift_detected_consecutive_1_threshold_0.556,37.79525581622473,43.649593576130336,42.25740819848957
126,106,2016-12-04 02:00:00,40.54004328302198,288.9107583261267,57.70912712004063,True,0.5505555555555556,False,cooldown_period,40.54004328302198,70.52544549555361,30.84011389646794
127,106,2016-12-05 02:00:00,37.04756007050874,110.49311744216561,24.365231693394726,True,0.5505555555555556,False,cooldown_period,37.04756007050874,44.34169846375711,31.574674069729664
128,106,2016-12-06 02:00:00,34.83952962286358,109.03537892851884,22.720139702827836,True,0.5519444444444445,False,no_drift_consecutive_1/2,34.83952962286358,41.59323950425601,30.52498785506172
129,106,2016-12-07 02:00:00,180.48612514730885,567.7854979338099,140.8258590516538,True,0.4905555555555556,False,no_drift_consecutive_2/2,180.48612514730885,228.92611023718175,46.59710541862891
130,106,2016-12-08 02:00:00,218.55501334849836,459.55328005664853,118.88093504543488,True,0.42444444444444446,False,no_drift_consecutive_3/2,218.55501334849836,248.79503728378347,51.45711022103393
131,106,2016-12-09 02:00:00,203.53791802548574,472.8951580494675,102.13409055836114,True,0.41833333333333333,False,no_drift_consecutive_4/2,203.53791802548574,227.72583632151375,51.24844162760177
132,106,2016-12-10 02:00:00,227.5276879339268,530.8912335510249,132.25893119631078,True,0.40944444444444444,False,no_drift_consecutive_5/2,227.5276879339268,263.17536673812936,49.95305898792382
133,106,2016-12-11 02:00:00,202.4986957663463,687.033503381543,165.0116270246325,True,0.40444444444444444,False,no_drift_consecutive_6/2,202.4986957663463,261.21745508366723,54.56410157591177
134,106,2016-12-12 02:00:00,46.86845177420901,270.3097231970438,58.265114815364846,True,0.40444444444444444,False,no_drift_consecutive_7/2,46.86845177420901,74.77616850413642,35.46360243594486
135,106,2016-12-13 02:00:00,196.03819341484757,658.9861569472907,199.0645533623087,True,0.39444444444444443,False,no_drift_consecutive_8/2,196.03819341484757,279.38802709259505,42.65242528473631
136,106,2016-12-14 02:00:00,217.6246100795817,655.565257236453,142.28930634613886,True,0.3894444444444444,False,no_drift_consecutive_9/2,217.6246100795817,260.0129181651468,48.37475758981857
137,106,2016-12-15 02:00:00,198.28709914860642,461.53256546505924,90.31274586444685,True,0.39444444444444443,False,no_drift_consecutive_10/2,198.28709914860642,217.885671291954,51.159331931283845
138,106,2016-12-16 02:00:00,203.5966128809142,619.8744434578782,118.52794430091961,True,0.3894444444444444,False,no_drift_consecutive_11/2,203.5966128809142,235.58534410438764,50.136161476568056
139,106,2016-12-17 02:00:00,208.41581643727758,437.251288300871,108.23301934678378,True,0.3908333333333333,False,no_drift_consecutive_12/2,208.41581643727758,234.8436480259542,48.1626501062844
140,106,2016-12-18 02:00:00,350.30398097591325,1594.7694135289578,325.1918488664037,True,0.37416666666666665,False,no_drift_consecutive_13/2,350.30398097591325,477.97763300882906,52.04948494200355
141,106,2016-12-19 02:00:00,348.65714420264766,895.3961219792145,237.8902729473971,True,0.3663888888888889,False,no_drift_consecutive_14/2,348.65714420264766,422.08244001205844,66.80289261781219
142,106,2016-12-20 02:00:00,311.40833778155167,1238.6761139391174,290.6023397601335,True,0.35638888888888887,False,no_drift_consecutive_15/2,311.40833778155167,425.93998722112605,56.21874941931133
143,106,2016-12-21 02:00:00,283.36390122273156,1157.5948167770966,232.8020744022616,True,0.35138888888888886,False,no_drift_consecutive_16/2,283.36390122273156,366.7313817525876,59.222640946239636
144,106,2016-12-22 02:00:00,248.87662182686344,1030.0191319418682,201.5701444975069,True,0.3463888888888889,False,no_drift_consecutive_17/2,248.87662182686344,320.26566479205576,62.238194644960195
145,106,2016-12-23 02:00:00,233.3691207372565,935.5028830939506,238.9203049950616,True,0.3436111111111111,False,no_drift_consecutive_18/2,233.3691207372565,333.982123253047,41.8529113966307
146,106,2016-12-24 02:00:00,211.86520726876907,760.6077788717172,184.35323454176913,True,0.3436111111111111,False,no_drift_consecutive_19/2,211.86520726876907,280.843339135987,52.56082546401654
147,106,2016-12-25 02:00:00,244.69562233190882,616.169145648909,175.62814608784132,True,0.3436111111111111,False,no_drift_consecutive_20/2,244.69562233190882,301.19959044901157,57.98136391418423
148,106,2016-12-26 02:00:00,258.01304019506756,861.7440169250717,207.87839636983364,True,0.3486111111111111,False,no_drift_consecutive_21/2,258.01304019506756,331.33692306773656,76.58599692700584
149,106,2016-12-27 02:00:00,152.88676778439006,618.6637700309398,121.09778191022433,True,0.3486111111111111,False,no_drift_consecutive_22/2,152.88676778439006,195.03598782566837,55.576253731607274
150,106,2016-12-28 02:00:00,176.36402063829897,421.5238280532744,67.06911210748761,True,0.35638888888888887,False,no_drift_consecutive_23/2,176.36402063829897,188.68633648092566,52.54949777909347
151,106,2016-12-29 02:00:00,180.91223793827552,403.4911362818807,63.52728007673331,True,0.36138888888888887,False,no_drift_consecutive_24/2,180.91223793827552,191.74189200532817,55.067219051082496
152,106,2016-12-30 02:00:00,178.63510675484318,426.8330142746997,64.28732774363364,True,0.3638888888888889,False,no_drift_consecutive_25/2,178.63510675484318,189.85089379229058,54.92292614676543
153,106,2016-12-31 02:00:00,107.00171766908959,401.2098591176925,80.25226381385265,True,0.3938888888888889,False,no_drift_consecutive_26/2,107.00171766908959,133.75273242586022,48.54715510055186
154,106,2017-01-01 02:00:00,144.05369186118858,836.2283874085459,170.48438040829024,True,0.4038888888888889,False,no_drift_consecutive_27/2,144.05369186118858,223.19585592487346,56.18713364090752
155,106,2017-01-02 02:00:00,147.95466626456997,855.2990624854967,169.46651948395112,True,0.4388888888888889,False,no_drift_consecutive_28/2,147.95466626456997,224.96551845886216,64.02269335977581
156,106,2017-01-03 02:00:00,145.4207133036379,850.1985488407452,168.60431643771233,True,0.465,False,no_drift_consecutive_29/2,145.4207133036379,222.65354113323036,63.40393503237232
157,106,2017-01-04 02:00:00,172.82109114013633,865.7491417402687,185.5258739913979,True,0.525,True,drift_detected_consecutive_1_threshold_0.525,172.82109114013633,253.54877136980838,63.65662508722991
158,106,2017-01-05 02:00:00,286.09003042567315,762.7177909078295,122.30502461448391,True,0.505,False,cooldown_period,286.09003042567315,311.1366653978796,107.01096353428198
159,106,2017-01-06 02:00:00,279.1355340745999,354.9425499268994,35.24174564031574,True,0.505,False,cooldown_period,279.1355340745999,281.35142974381495,102.3159202670258
160,106,2017-01-07 02:00:00,185.39992479494754,380.9408776377535,90.68723229466974,True,0.51,False,no_drift_consecutive_1/2,185.39992479494754,206.3911485874324,116.44266418015987
161,106,2017-01-08 02:00:00,164.80084661195573,762.8302712040593,142.94893745109948,True,0.475,False,no_drift_consecutive_2/2,164.80084661195573,218.15984452326626,125.30220584730137
162,106,2017-01-09 02:00:00,217.46214524586148,826.3678290007414,161.60813567064397,True,0.3933333333333333,False,no_drift_consecutive_3/2,217.46214524586148,270.93721436870464,150.7404134141754
163,106,2017-01-10 02:00:00,182.60109369677357,799.6780843467114,153.37822576456688,True,0.3894444444444444,False,no_drift_consecutive_4/2,182.60109369677357,238.4702068560019,128.9361510881594
164,106,2017-01-11 02:00:00,167.5139884973042,782.5030010677449,150.85367497822412,True,0.3894444444444444,False,no_drift_consecutive_5/2,167.5139884973042,225.42796542734146,123.416080012366
